Folder ," ""Instance"" ", Best, Cplex , rpd ," ""time"" "," ""machines"" "," ""jobs"" "," ""solver"" "," ""best_cmax"" "," ""best_g"" "," ""initial_effective_org_mutation"" "," ""final_effective_org_mutation"" "," ""distance_effective_org_mutation"" "," ""average_effective_org_mutation"" "," ""cv_effective_org_mutation"" "," ""initial_effective_rea_mutation"" "," ""final_effective_rea_mutation"" "," ""distance_effective_rea_mutation"" "," ""average_effective_rea_mutation"" "," ""cv_effective_rea_mutation"" "," ""initial_no_effective_mutation"" "," ""final_no_effective_mutation"" "," ""distance_no_effective_mutation"" "," ""average_no_effective_mutation"" "," ""cv_no_effective_mutation"" "," ""initial_effective_crossover"" "," ""final_effective_crossover"" "," ""distance_effective_crossover"" "," ""average_effective_crossover"" "," ""cv_effective_crossover"" "," ""initial_min_ci"" "," ""final_min_ci"" "," ""initial_max_ci"" "," ""final_max_ci"" "," ""initial_difference_ci"" "," ""final_difference_ci"" "," ""initial_average_cmax"" "," ""final_average_cmax"" "," ""final_distance_average_cmax"" "," ""average_average_cmax"" "," ""cv_average_cmax"" "," ""initial_cv_cmax"" "," ""final_cv_cmax"" "," ""final_distance_cv_cmax"" "," ""average_cv_cmax"" "," ""cv_cv_cmax"" "," ""initial_repeated_solutions_affter_mutation"" "," ""final_repeated_solutions_affter_mutation"" "," ""distance_repeated_solutions_affter_mutation"" "," ""average_repeated_solutions_affter_mutation"" "," ""cv_repeated_solutions_affter_mutation"" "," ""initial_repeated_solutions_affter_crossover"" "," ""final_repeated_solutions_affter_crossover"" "," ""distance_repeated_solutions_affter_crossover"" "," ""average_repeated_solutions_affter_crossover"" "," ""cv_repeated_solutions_affter_crossover"" "," ""repe_njobs"" "," ""num_equal_nm"" "," ""num_down_nm"" "," ""num_up_nm"" "," ""average_min_pij"" "," ""average_max_pij"" "," ""average_distance_pij"" "," ""max_njobs"" "," ""min_njobs"" "," ""distance_maxmin_njobs"" "," ""num_ci_cmax"" "," ""average_ci"" "," ""repeated_ci_general"" "," ""min_ci"" "," ""max_ci"" "," ""difference_ci"" "," ""cv_ci"" "," ""cv_njobs"" "," ""cv_difference_best_worst_cmax"" "," ""P1"" "
" ""src/100a120/"" "," ""557.txt"" ",102,1002,0.002994012,2,50,500,0,8,102,47,7,40,26.874,0.416297832,0,72,72,34.844,0.44701722,34,2,32,19.282,0.326945513,4,0,4,0.558,2.763948,0.069860279,0.002994012,0.108782435,0.002994012,0.038922156,0,0.093722555,0.00508982,0.088632735,0.024780798,0.013620855,0.01003574,0.00419749,0.00583825,0.011551377,0.153706927,1,10,9,8.34,1.375506206,0,1,0,3.894,2.548134926,49,0,0,50,-0.9002,-0.891058,9.16,10,10,0,10,0.001397206,44,-0.002,0.002994012,0.00499002,0.001380945,4,0.941610519,0.966301256
" ""src/10a100/"" "," ""233.txt"" ",102,87,0.034482759,5,30,200,0,8,102,18,1,17,4.322,0.693440818,25,23,-2,27.62,0.37846178,38,57,19,49.058,0.236429007,2,0,2,0.104,4.137789,0.218390805,0.034482759,0.310344828,0.068965517,0.091954023,0.034482759,0.302413793,0.06183908,0.240574713,0.070933994,0.030327963,0.030101936,0.03676564,0.006663705,0.031099619,0.189840154,2,17,15,14.45,0.265111524,1,14,0,7.856,0.468446715,26,0,0,30,-0.87931,-0.483525,34.43333333,8,5,3,4,-0.02605364,18,-0.11494,0.034482759,0.149425287,0.046805267,1.244246016,0.743959698,0.966398212
" ""src/1a100/"" "," ""549.txt"" ",102,39,0.025641026,19,40,500,0,8,102,38,4,34,3.422,1.205304033,7,36,29,41.758,0.200392756,36,41,5,35.82,0.242825873,3,0,3,0.044,7.260786,0.307692308,0.025641026,0.435897436,0.051282051,0.128205128,0.025641026,0.434615385,0.046666667,0.387948718,0.07054404,0.047232882,0.044602251,0.039254611,0.00534764,0.034137152,0.367231038,2,17,15,15.852,0.305535949,0,13,0,10.978,0.498041202,29,0,0,40,-0.973718,0.353846,51.775,18,7,11,11,-0.022435897,34,-0.25641,0.025641026,0.282051282,0.051193758,5.407171164,1.426877322,0.966410715
" ""src/10a100/"" "," ""235.txt"" ",102,90,0.033333333,5,30,200,0,8,102,30,2,28,4.322,0.731754704,13,19,6,27.182,0.458204464,38,60,22,49.496,0.269442798,2,0,2,0.036,6.254875,0.233333333,0.033333333,0.311111111,0.066666667,0.077777778,0.033333333,0.315555556,0.066555556,0.249,0.081664005,0.031349121,0.03014623,0.042661807,0.012515577,0.036355145,0.192301271,2,17,15,14.882,0.564776444,0,7,0,7.7,1.061047704,26,0,0,30,-0.884444,-0.406667,43,8,5,3,4,-0.016666667,18,-0.1,0.033333333,0.133333333,0.038787413,1.250185171,0.871372398,0.966488722
" ""src/mac_corr/"" "," ""156.txt"" ",102,66,0.015151515,0,50,100,0,8,102,37,42,5,36.006,0.138314643,7,15,8,16.142,0.224408839,37,24,13,28.852,0.177008989,2,1,1,1.366,1.000559,0.181818182,0.015151515,0.257575758,0.106060606,0.075757576,0.090909091,0.249545455,0.090757576,0.158787879,0.092998246,0.019914484,0.026313157,0.044036085,0.017722927,0.039111117,0.124273926,3,7,4,8.288,1.574965722,0,4,0,3.892,2.574254561,40,5,36,9,-0.478182,-0.200606,18.32,18,0,18,4,-0.464545455,29,-1,0.015151515,1.015151515,0.775379316,1.794435844,0.414751307,0.966508377
" ""src/mac_corr/"" "," ""113.txt"" ",102,300,0,0,10,100,3,8,102,48,32,16,35.774,0.144155718,7,15,8,16.14,0.263713535,26,34,8,29.086,0.162583769,4,4,0,2.982,0.604522,0.13,0,0.27,0.043333333,0.14,0.043333333,0.211533333,0.0357,0.175833333,0.049929275,0.022196476,0.02623573,0.02116495,0.00507078,0.023085239,0.107391867,0,3,3,6.606,2.242282851,0,2,0,4.58,2.60094536,2,0,8,2,-0.945333,-0.802333,42.9,47,2,45,2,-0.067666667,1,-0.32,0,0.32,0.100591937,1.295376393,0.558139043,0.966590729
" ""src/10a100/"" "," ""259.txt"" ",102,51,0.019607843,3,50,200,0,8,102,21,8,13,5.088,0.62746291,17,15,-2,23.99,0.326218257,43,58,15,51.922,0.17268936,0,0,0,0.036,11.74261,0.196078431,0.019607843,0.333333333,0.058823529,0.137254902,0.039215686,0.293921569,0.048627451,0.245294118,0.075137177,0.025695996,0.034721413,0.04134712,0.006625708,0.03805507,0.215412848,2,11,9,13.778,0.228420371,2,7,0,7.42,0.458133811,47,0,0,50,-0.794902,0.145882,47.98,5,3,2,8,-0.074509804,38,-0.21569,0.019607843,0.235294118,0.076857446,1.024695077,0.785821029,0.966750003
" ""src/mac_corr/"" "," ""136.txt"" ",102,132,0,0,30,100,3,8,102,48,47,1,36.566,0.138060789,9,16,7,14.986,0.270674555,24,18,6,29.448,0.173257519,0,4,4,2.38,0.752042,0.106060606,0,0.151515152,0.098484848,0.045454545,0.098484848,0.147954545,0.045681818,0.102272727,0.052548237,0.013869716,0.018931174,0.031884619,0.012953445,0.029893982,0.106942357,0,7,7,4.998,1.861475586,0,7,0,5.42,1.328920567,23,2,19,9,-0.587374,-0.42096,21.96666667,11,1,10,4,-0.223737374,12,-0.48485,0,0.484848485,0.249625466,1.095445115,0.427342231,0.966797346
" ""src/1a100/"" "," ""538.txt"" ",102,66,0.03030303,24,30,500,0,8,102,37,1,36,3.428,1.262045964,9,42,33,44.212,0.213408193,35,38,3,33.36,0.297869336,5,0,5,0.168,4.258245,0.348484848,0.03030303,0.378787879,0.045454545,0.03030303,0.015151515,0.442121212,0.061515152,0.380606061,0.085730357,0.048018092,0.031038571,0.025518811,0.00551976,0.026043906,0.352127012,2,14,12,15.614,0.239232228,0,10,0,9.29,0.495879801,20,0,0,30,-0.984343,-0.284848,46.16666667,21,10,11,19,0.023737374,27,0,0.03030303,0.03030303,0.009110106,4.613988393,0.853300533,0.966943544
" ""src/1a100/"" "," ""557.txt"" ",102,28,0,17,50,500,3,8,102,38,1,37,3.152,1.488647377,5,35,30,35.358,0.277888187,38,45,7,42.49,0.271207897,2,0,2,0.016,9.63068,0.321428571,0,0.428571429,0.035714286,0.107142857,0.035714286,0.5025,0.028928571,0.473571429,0.060872541,0.052220104,0.077626491,0.043268145,0.034358346,0.045594651,0.381722196,5,26,21,19.078,0.311619401,2,20,0,14.08,0.51406719,40,0,0,50,-0.962143,0.986429,54.56,15,4,11,22,-0.025714286,46,-0.10714,0,0.107142857,0.027470666,4.127953488,0.975768293,0.966954958
" ""src/jobs_corr/"" "," ""233.txt"" ",102,337,0.029673591,0,30,200,0,8,102,50,24,26,31.566,0.160543179,0,11,11,7.6,0.36283357,31,46,15,41.834,0.113604239,0,3,3,1.594,0.804667,0.151335312,0.029673591,0.222551929,0.24925816,0.071216617,0.21958457,0.214243323,0.12495549,0.089287834,0.134975864,0.011147525,0.021019459,0.0495574,0.028537941,0.045222593,0.083491801,1,0,-1,2.618,4.192017432,0,1,0,1.956,4.398928921,25,0,0,30,-0.949357,-0.721958,76.63333333,9,5,4,4,0.012660732,16,-0.03561,0.029673591,0.065281899,0.015577913,1.282358937,0.668237291,0.966980402
" ""src/jobs_corr/"" "," ""1039.txt"" ",102,1717,0.055911474,4,30,1000,0,8,102,59,32,27,32.626,0.14743488,2,9,7,7.602,0.387008607,20,40,20,40.772,0.110604023,0,4,4,1.574,0.830435,0.087944089,0.055911474,0.110075713,0.06872452,0.022131625,0.012813046,0.098881771,0.073156669,0.025725102,0.077903308,0.003238058,0.004413742,0.010323135,0.005909392,0.009309927,0.082334739,2,1,-1,1.998,4.526306819,0,2,0,1.886,4.687390651,19,0,0,30,-0.995962,-0.939623,96.73333333,40,26,14,5,0.052766453,18,0.04776,0.055911474,0.008153757,0.0021925,10.16857906,0.607769641,0.967076073
" ""src/100a120/"" "," ""121.txt"" ",102,506,0.001976285,1,20,100,0,8,102,54,25,29,24.488,0.255838392,4,24,20,24.52,0.3028222,23,32,9,31.992,0.221291057,3,0,3,0.524,1.875114,0.041501976,0.001976285,0.148221344,0.003952569,0.106719368,0.001976285,0.094051383,0.039486166,0.054565217,0.036185455,0.008142206,0.018828271,0.036001746,0.017173475,0.029639457,0.14850494,2,17,15,13.756,0.966671708,0,6,0,4.48,2.322647345,19,20,0,0,-0.802273,-0.779447,11.55,5,5,0,5,-0.003063241,13,-0.01186,0.001976285,0.013833992,0.004273577,0,1.026579812,0.967115249
" ""src/jobs_corr/"" "," ""130.txt"" ",102,234,0.021367521,0,20,100,0,8,102,50,41,9,31.274,0.145798637,2,7,5,6.152,0.416990525,29,33,4,43.574,0.104677047,2,4,2,2.956,0.696104,0.188034188,0.021367521,0.324786325,0.094017094,0.136752137,0.072649573,0.292008547,0.156452991,0.135555556,0.166717761,0.015107844,0.034920497,0.070271807,0.035351309,0.0634145,0.080082896,1,1,0,6.258,3.227723702,0,5,0,6.594,2.935703037,15,7,7,6,-0.919017,-0.602991,73.95,7,3,4,3,0.006623932,13,-0.01282,0.021367521,0.034188034,0.009908673,0.236643191,0.68684474,0.967162425
" ""src/jobs_corr/"" "," ""549.txt"" ",102,629,0.046104928,1,40,500,0,8,102,55,32,23,31.798,0.16274782,3,2,-1,7.184,0.381366132,23,47,24,42.018,0.113184932,1,0,1,1.288,0.920303,0.114467409,0.046104928,0.168521463,0.163751987,0.054054054,0.117647059,0.138505564,0.097647059,0.040858506,0.102783432,0.006604068,0.010548759,0.027194478,0.016645719,0.024559169,0.088923369,0,0,0,3.066,4.213697562,0,0,0,1.99,4.829297369,33,0,0,40,-0.984738,-0.841852,89.875,15,9,6,9,0.039825119,28,0.02703,0.046104928,0.019077901,0.005116224,5.316248677,0.594868583,0.967242674
" ""src/jobs_corr/"" "," ""231.txt"" ",102,353,0.031161473,0,30,200,0,8,102,50,27,23,32.028,0.151161684,0,10,10,7.148,0.377937723,31,44,13,41.824,0.109820909,0,1,1,1.564,0.825255,0.158640227,0.031161473,0.186968839,0.141643059,0.028328612,0.110481586,0.204844193,0.114787535,0.090056657,0.135370619,0.011448114,0.017423506,0.044119049,0.026695543,0.044814444,0.088512004,1,2,1,2.482,4.401213674,0,0,0,1.838,4.646232284,25,0,0,30,-0.949386,-0.726534,78.66666667,9,5,4,5,0.016430595,17,-0.00283,0.031161473,0.033994334,0.01094671,1.290994449,0.587806813,0.967508965
" ""src/1000a1100/"" "," ""135.txt"" ",102,4006,0.000748877,0,30,100,0,8,102,45,44,1,37.196,0.129798903,4,11,7,11.994,0.28486896,32,26,6,31.81,0.160683751,0,2,2,1.7,0.830642,0.003744383,0.000748877,0.012481278,0.000998502,0.008736895,0.000249626,0.007755866,0.00429356,0.003462307,0.004741266,0.000628349,0.00185605,0.002909938,0.001053888,0.002893846,0.122176299,0,2,2,1.232,0.982838918,0,3,0,2.686,0.712584546,28,20,0,10,-0.749526,-0.736878,50.66666667,4,3,1,4,-0.161898818,6,-0.24938,0.000748877,0.250124813,0.136830915,0.19245009,0.994259365,0.967641204
" ""src/10a100/"" "," ""238.txt"" ",102,88,0.034090909,5,30,200,0,8,102,29,2,27,5.09,0.638367825,16,13,-3,27.182,0.423334537,36,66,30,48.728,0.246932767,2,0,2,0.062,4.734249,0.204545455,0.034090909,0.306818182,0.136363636,0.102272727,0.102272727,0.306136364,0.058977273,0.247159091,0.073313146,0.029111053,0.035486117,0.041301459,0.005815342,0.035856727,0.184946548,0,12,12,13.19,0.250601586,1,8,0,6.586,0.553875162,26,0,0,30,-0.882955,-0.43447,39.46666667,8,5,3,7,-0.028409091,15,-0.18182,0.034090909,0.215909091,0.059771308,1.256096245,0.852503818,0.967670676
" ""src/100a120/"" "," ""554.txt"" ",102,1002,0.003992016,2,50,500,0,8,102,47,16,31,28.968,0.422339683,0,53,53,32.282,0.53258352,34,12,22,19.75,0.342959027,6,0,6,0.808,2.124657,0.067864271,0.003992016,0.108782435,0.003992016,0.040918164,0,0.097634731,0.012295409,0.085339321,0.026607025,0.013555995,0.008803178,0.010995906,0.002192728,0.011516689,0.147090785,1,10,9,7.502,1.416159581,0,4,0,3.386,2.447620095,49,0,0,50,-0.9002,-0.891457,8.76,10,10,0,12,0.001896208,43,-0.002,0.003992016,0.005988024,0.001669793,4,0.881318828,0.967766273
" ""src/1000a1100/"" "," ""139.txt"" ",102,4008,0,0,30,100,3,8,102,39,37,2,37.972,0.130403671,3,9,6,10.514,0.346050914,39,35,4,32.514,0.164841173,1,4,3,2.406,0.64458,0.003992016,0,0.01247505,0.008982036,0.008483034,0.008982036,0.00751497,0.002522455,0.004992515,0.003780637,0.001015846,0.001701444,0.001868339,0.000166895,0.002377346,0.136682714,0,0,0,1.96,3.686004689,0,5,0,3.402,1.86677812,28,20,0,10,-0.749443,-0.736386,52.33333333,4,3,1,4,-0.163922156,9,-0.25025,0,0.250249501,0.138412781,0.19245009,0.953466406,0.967835534
" ""src/100a200/"" "," ""244.txt"" ",102,514,0.009727626,3,40,200,0,8,102,45,14,31,15.174,0.442378675,7,28,21,32.62,0.391912733,29,39,10,33.206,0.341695653,1,1,0,0.182,2.718953,0.186770428,0.009727626,0.254863813,0.017509728,0.068093385,0.007782101,0.220428016,0.070505837,0.149922179,0.086379381,0.027181513,0.010692585,0.072820897,0.062128312,0.064885191,0.238999745,0,12,12,11.066,0.712797413,1,5,0,4.58,1.680281027,39,0,0,40,-0.804523,-0.699903,53.775,5,5,0,6,-0.000972763,25,-0.02529,0.009727626,0.035019455,0.0083535,1.5,2.715914286,0.967940024
" ""src/1a100/"" "," ""545.txt"" ",102,39,0.051282051,18,40,500,0,8,102,31,5,26,3.072,1.229883707,5,39,34,46.678,0.151368366,45,37,8,31.25,0.222779532,3,0,3,0.048,7.147261,0.333333333,0.051282051,0.512820513,0.153846154,0.179487179,0.102564103,0.448461538,0.070769231,0.377692308,0.091974001,0.047959381,0.041250037,0.043252191,0.002002154,0.026603345,0.427560287,2,17,15,17.482,0.254850562,1,11,0,11.762,0.510381924,29,0,0,40,-0.973718,0.416026,54.2,17,7,10,5,-0.002564103,34,-0.07692,0.051282051,0.128205128,0.033419023,5.378196724,1.029251803,0.96805913
" ""src/10a100/"" "," ""218.txt"" ",102,359,0.002785515,10,10,200,0,8,102,19,11,8,4.42,0.622381701,31,29,-2,38.942,0.288594437,31,41,10,37.638,0.310507229,5,1,4,0.464,1.664798,0.194986072,0.002785515,0.239554318,0.033426184,0.044568245,0.030640669,0.255571031,0.023649025,0.231922006,0.035584263,0.032873673,0.02275989,0.017336581,0.005423309,0.019158355,0.161699161,0,12,12,15.012,0.441179016,1,3,0,4.22,1.192854372,5,0,0,10,-0.971588,-0.849304,43.9,22,18,4,1,-0.005849582,3,-0.02228,0.002785515,0.025069638,0.006914521,1.007968253,0.549650606,0.968108893
" ""src/100a120/"" "," ""134.txt"" ",102,400,0,0,30,100,3,8,102,41,42,1,40.854,0.111238126,6,7,1,9.986,0.344427019,34,32,2,30.16,0.156751358,1,3,2,0.918,1.299577,0.0075,0,0.0175,0.01,0.01,0.01,0.01475,0.0051,0.00965,0.006502345,0.00122009,0.003995387,0.004598775,0.000603388,0.004533259,0.09279668,2,11,9,7.194,0.356686344,0,5,0,2.338,0.799240416,28,20,0,10,-0.749833,-0.723167,10.66666667,4,3,1,10,-0.162083333,21,-0.25,0,0.25,0.136966147,0.19245009,0.281974022,0.968262187
" ""src/1000a1100/"" "," ""145.txt"" ",102,3006,0,0,40,100,2,8,102,45,35,10,28.89,0.157004019,8,14,6,15.64,0.263333979,28,32,4,36.47,0.149846369,2,0,2,0.508,1.616016,0.00332668,0,0.011310712,0,0.007984032,0,0.006606786,0.002588157,0.004018629,0.002862246,0.000548999,0.00139198,0.002348394,0.000956414,0.002162415,0.112339284,0,1,1,3.36,2.605729123,0,4,0,3.694,2.372011986,38,20,0,20,-0.666234,-0.651198,45.2,3,2,1,3,-0.165652029,21,-0.33333,0,0.333333333,0.197711667,0.353553391,1.166139083,0.968289898
" ""src/jobs_corr/"" "," ""152.txt"" ",102,113,0.044247788,0,50,100,0,8,102,51,29,22,33.734,0.14772921,0,5,5,7.3,0.382630965,30,47,17,39.966,0.119414232,0,3,3,1.63,0.867854,0.309734513,0.044247788,0.628318584,0.238938053,0.318584071,0.194690265,0.492212389,0.297079646,0.195132743,0.298883295,0.0176258,0.043939963,0.117025367,0.073085404,0.11005332,0.10891693,2,1,-1,2.748,3.920693559,0,3,0,2.87,3.709207752,47,44,3,3,-0.64531,-0.278761,41.42,3,1,2,3,-0.044955752,31,-0.14159,0.044247788,0.185840708,0.060785767,0.173205081,0.687413101,0.968291134
" ""src/100a200/"" "," ""249.txt"" ",102,512,0.01171875,3,40,200,0,8,102,41,7,34,12.46,0.55436728,4,35,31,33.204,0.36349231,36,39,3,35.336,0.324245382,3,0,3,0.186,3.547589,0.185546875,0.01171875,0.2265625,0.015625,0.041015625,0.00390625,0.219921875,0.051074219,0.168847656,0.072237322,0.030203428,0.009062422,0.055577417,0.046514995,0.05902911,0.227953006,0,14,14,11.398,0.733052587,0,2,0,3.894,2.170859932,39,0,0,40,-0.804004,-0.701709,52.375,5,5,0,4,-0.001904297,25,-0.01758,0.01171875,0.029296875,0.00837669,1.5,2.538260612,0.968320404
" ""src/1000a1100/"" "," ""226.txt"" ",102,10054,0.000497315,2,20,200,0,8,102,57,25,32,22.692,0.40441519,1,17,16,30.978,0.485243828,23,39,16,27.33,0.387156173,5,0,5,0.628,1.885189,0.029540481,0.000497315,0.071613288,0.000795703,0.042072807,0.000298389,0.046421325,0.009778198,0.036643127,0.010430599,0.005890935,0.007906228,0.009116669,0.001210441,0.007402653,0.433136562,0,13,13,11.454,1.518226276,0,4,0,7.088,2.418322415,19,0,0,20,-0.900502,-0.89541,51.2,10,10,0,4,-4.48E-05,8,-0.00099,0.000497315,0.001491944,0.000495818,1,3.018753707,0.968348423
" ""src/10a100/"" "," ""225.txt"" ",102,149,0.006711409,6,20,200,0,8,102,29,2,27,4.208,0.742599277,18,33,15,35.492,0.306060112,34,46,12,41.3,0.279844913,0,2,2,0.142,3.346634,0.194630872,0.006711409,0.281879195,0.080536913,0.087248322,0.073825503,0.285033557,0.039395973,0.245637584,0.052760921,0.030248374,0.030893396,0.032589193,0.001695797,0.029314505,0.163337088,1,19,18,13.642,0.312530959,0,4,0,4.484,0.600972865,17,0,0,20,-0.931879,-0.654027,41.4,11,9,2,7,-0.013758389,13,-0.0604,0.006711409,0.067114094,0.0210269,1.007968253,0.711748162,0.968443167
" ""src/100a120/"" "," ""119.txt"" ",102,1018,0.000982318,1,10,100,0,8,102,42,34,8,27.186,0.209955016,4,17,13,23.486,0.331002222,35,30,5,30.328,0.238720596,4,1,3,1.23,1.131543,0.042239686,0.000982318,0.119842829,0.002946955,0.077603143,0.001964637,0.083722986,0.02197446,0.061748527,0.023753828,0.007500863,0.014989751,0.01704473,0.002054979,0.017964225,0.2291234,0,8,8,12.83,0.909574216,0,4,0,4.142,2.24845491,9,10,0,0,-0.90167,-0.892829,9,10,10,0,4,-0.000687623,5,-0.00688,0.000982318,0.007858546,0.002369403,0,1.005140725,0.968461699
" ""src/10a100/"" "," ""215.txt"" ",102,359,0.005571031,9,10,200,0,8,102,25,4,21,4.81,0.628460699,26,46,20,49.714,0.128730407,30,31,1,26.476,0.254059219,3,0,3,0.464,1.719693,0.181058496,0.005571031,0.242339833,0.016713092,0.061281337,0.011142061,0.270417827,0.034011142,0.236406685,0.03922695,0.031844549,0.029657153,0.03993199,0.010274838,0.025129949,0.229591329,0,16,16,14.23,0.712223788,2,3,0,5.578,1.883367367,5,0,0,10,-0.971866,-0.830641,50.7,22,18,4,2,-0.003342618,3,-0.01393,0.005571031,0.019498607,0.006936654,1.00895986,0.785910755,0.968612166
" ""src/jobs_corr/"" "," ""251.txt"" ",102,225,0.017777778,0,50,200,0,8,102,51,38,13,33.836,0.152670607,1,6,5,7.948,0.354826228,29,37,8,39.216,0.12180616,0,1,1,1.414,0.967256,0.2,0.017777778,0.328888889,0.022222222,0.128888889,0.004444444,0.268533333,0.157866667,0.110666667,0.178605367,0.01270619,0.021324173,0.070027706,0.048703534,0.064924946,0.097724343,0,1,1,2.966,4.372892057,0,2,0,2.624,4.434682571,45,0,0,50,-0.867467,-0.588356,62.8,7,3,4,6,-0.004355556,36,-0.04,0.017777778,0.057777778,0.016057341,1.113552873,0.587857429,0.968672638
" ""src/mac_corr/"" "," ""160.txt"" ",102,58,0.017241379,1,50,100,0,8,102,42,24,18,25.486,0.187625369,13,29,16,24.03,0.21600007,26,28,2,31.484,0.193122697,2,0,2,0.316,2.146643,0.120689655,0.017241379,0.25862069,0.120689655,0.137931034,0.103448276,0.223103448,0.066896552,0.156206897,0.073374974,0.018463516,0.030678421,0.040708588,0.010030167,0.03910732,0.077657066,2,4,2,7.66,0.945843852,0,6,0,6.136,0.987047871,41,6,34,10,-0.882759,-0.822759,3.48,14,0,14,5,-0.520689655,35,-1,0.017241379,1.017241379,0.944064731,1.691153453,0.48847713,0.968772549
" ""src/1000a1100/"" "," ""132.txt"" ",102,4006,0.000748877,0,30,100,0,8,102,34,44,10,36.976,0.135372656,9,9,0,11.41,0.31524358,38,28,10,32.614,0.166380238,1,4,3,1.756,0.764979,0.00449326,0.000748877,0.012231653,0.000748877,0.007738392,0,0.008232651,0.004121318,0.004111333,0.004479732,0.000467153,0.001830465,0.002611256,0.000780791,0.002381083,0.10112695,1,1,0,2.002,3.394031317,0,3,0,3.13,1.785971069,28,20,0,10,-0.749343,-0.73657,51.16666667,4,3,1,2,-0.16230654,8,-0.24988,0.000748877,0.250624064,0.137188961,0.19245009,1.018549878,0.968821373
" ""src/jobs_corr/"" "," ""149.txt"" ",102,128,0.0078125,0,40,100,0,8,102,45,27,18,30.838,0.168859172,0,10,10,6.084,0.384100309,36,44,8,44.078,0.119868221,0,2,2,1.69,0.818602,0.296875,0.0078125,0.46875,0.375,0.171875,0.3671875,0.43609375,0.241953125,0.194140625,0.242828562,0.023110583,0.031301928,0.117264867,0.085962939,0.105265601,0.098190051,1,3,2,6.932,3.067233734,0,2,0,6.22,3.189848366,37,24,0,16,-0.776563,-0.324414,57.875,4,2,2,5,-0.035742188,26,-0.11719,0.0078125,0.125,0.035955718,0.418330013,0.682644075,0.968869165
" ""src/10a100/"" "," ""237.txt"" ",102,87,0.022988506,5,30,200,0,8,102,16,1,15,4.256,0.659674017,13,18,5,31.216,0.357778328,52,62,10,45.528,0.265457396,4,0,4,0.072,4.623477,0.206896552,0.022988506,0.436781609,0.068965517,0.229885057,0.045977011,0.306666667,0.040689655,0.265977011,0.067904192,0.029470108,0.033586052,0.025303056,0.008282996,0.03067835,0.219711288,0,16,16,13.752,0.231947977,1,3,0,5.542,0.550157514,26,0,0,30,-0.881226,-0.302299,50.36666667,8,4,4,7,-0.034482759,17,-0.16092,0.022988506,0.183908046,0.053328373,1.247219129,0.787693372,0.968876729
" ""src/1a100/"" "," ""542.txt"" ",102,39,0.025641026,21,40,500,0,8,102,34,2,32,3.118,1.398864585,7,28,21,37.298,0.321725468,40,51,11,40.584,0.321631229,2,0,2,0.078,5.901838,0.307692308,0.025641026,0.487179487,0.051282051,0.179487179,0.025641026,0.444871795,0.051538462,0.393333333,0.079917089,0.045451529,0.040574493,0.037220214,0.003354278,0.037776808,0.385788685,3,13,10,16.706,0.233798466,4,11,0,12.624,0.397388683,29,0,0,40,-0.973718,0.353846,51.775,18,8,10,13,-0.003846154,35,-0.23077,0.025641026,0.256410256,0.04211858,5.422176685,1.193029581,0.968896683
" ""src/jobs_corr/"" "," ""548.txt"" ",102,641,0.043681747,1,40,500,0,8,102,43,33,10,32.372,0.146949821,2,8,6,6.86,0.385799228,36,40,4,41.768,0.113318658,2,0,2,1.804,0.79359,0.113884555,0.043681747,0.170046802,0.096723869,0.056162246,0.053042122,0.142917317,0.090982839,0.051934477,0.098798223,0.006222596,0.009829572,0.02628241,0.016452838,0.02480621,0.093741687,1,2,1,4.26,3.868815228,0,0,0,4.228,3.670839591,31,0,0,40,-0.983541,-0.843526,89.75,17,9,8,3,0.035218409,25,0.01872,0.043681747,0.024960998,0.005931944,5.33970973,0.575593722,0.968908364
" ""src/jobs_corr/"" "," ""242.txt"" ",102,262,0.030534351,0,40,200,0,8,102,61,24,37,32.588,0.160680142,2,12,10,6.748,0.40172065,18,45,27,41.664,0.122683081,1,2,1,1.43,0.834808,0.167938931,0.030534351,0.316793893,0.232824427,0.148854962,0.202290076,0.250801527,0.154923664,0.095877863,0.164237327,0.010207198,0.023200449,0.063450638,0.040250189,0.056717495,0.094536293,1,3,2,3.084,4.169371406,0,2,0,2.82,4.285583865,34,0,0,40,-0.906489,-0.634542,71.25,11,3,8,2,0.010019084,24,-0.02672,0.030534351,0.057251908,0.0160034,1.665833125,0.580236599,0.968947366
" ""src/100a120/"" "," ""551.txt"" ",102,1003,0.002991027,2,50,500,0,8,102,60,19,41,28.83,0.403620177,1,47,46,32.246,0.501975656,20,15,5,19.924,0.328794163,7,0,7,0.692,2.074661,0.061814556,0.002991027,0.10667996,0.026919242,0.044865404,0.023928215,0.094287139,0.012881356,0.081405783,0.025487072,0.0129821,0.010418704,0.011450151,0.001031447,0.011148663,0.157499945,0,8,8,6.41,1.260680047,1,1,0,2.638,1.9209404,49,0,0,50,-0.900299,-0.889751,10.58,10,10,0,6,0.000777667,43,-0.00299,0.002991027,0.005982054,0.001585109,4,0.881687411,0.969038089
